ts,cell_0,avg_temp0,med_temp0,cell_1,avg_temp1,med_temp1,cell_2,avg_temp2,med_temp2,cell_3,avg_temp3,med_temp3,cell_4,avg_temp4,med_temp4,cell_5,avg_temp5,med_temp5,cell_6,avg_temp6,med_temp6,cell_7,avg_temp7,med_temp7,cell_8,avg_temp8,med_temp8,cell_9,avg_temp9,med_temp9,cell_10,avg_temp10,med_temp10,cell_11,avg_temp11,med_temp11,cell_12,avg_temp12,med_temp12,cell_13,avg_temp13,med_temp13,cell_14,avg_temp14,med_temp14,cell_15,avg_temp15,med_temp15
2022-05-05 00:00:00.0,0,NaN,NaN,1,NaN,NaN,2,NaN,NaN,3,16.30363542857142,16.5,4,18.862582686223796,17.4,5,18.029657858919656,17.6,6,19.11044753807341,18.450000000000003,7,18.16581782351647,17.68,8,21.390621599653727,21.3,9,21.238671399095097,20.8,10,18.718891812718415,18.2,11,NaN,NaN,12,16.859626693940243,16.4,13,16.920309541840084,16.5,14,14.76121837893642,14.0,15,NaN,NaN
2022-05-12 00:00:00.0,0,NaN,NaN,1,NaN,NaN,2,NaN,NaN,3,20.19225972575559,19.63,4,23.431040643144176,22.8,5,22.813375294182162,23.7,6,21.37873971541961,20.6,7,21.723324343761316,21.2,8,23.066236500860413,22.9,9,22.72589837196138,22.5,10,18.71408530278669,18.4,11,NaN,NaN,12,19.491441207075944,19.1,13,17.970417341248307,17.3,14,14.157050290522825,13.7,15,NaN,NaN
2022-05-19 00:00:00.0,0,25.57233022636493,25.7,1,NaN,NaN,2,NaN,NaN,3,20.149931455633116,20.2,4,22.800926824011096,21.9,5,22.918003058772328,23.9,6,20.88857256937504,20.5,7,20.7885309111132,20.5,8,21.69421704644169,21.5,9,23.056492430785124,22.6,10,18.671272567926604,17.82,11,NaN,NaN,12,18.001839019189777,17.3,13,18.94971933001374,18.4,14,16.606924916307957,15.3,15,NaN,NaN
