ts,location1,avg_temp1,location2,avg_temp2,location3,avg_temp3,location4,avg_temp4,location5,avg_temp5,location6,avg_temp6,location7,avg_temp7,location8,avg_temp8,location9,avg_temp9,location10,avg_temp10
2022-05-01 00:00:00.0,71493,29.39158279963405,44429,27.238055190538635,12061,27.10264813843733,12234,26.3,23094,25.94835131894487,12007,10.8341762252345,71205,11.014917575450196,12126,11.079393859879286,25514,11.604550292708884,69435,11.745942408376939
2022-05-08 00:00:00.0,15935,29.40769616445222,71493,28.100120772946916,12061,28.050161203653968,13497,27.934279050042377,23094,27.89183962264157,8362,2.0083333333333346,12126,12.623112299465214,71205,13.044903495044364,25514,13.265112452002201,69435,13.930724714627006
2022-05-15 00:00:00.0,15935,31.427872983870863,71493,30.420652173913055,13497,29.745412526997818,20733,29.49940987124462,12061,28.91546052631576,12126,11.003424507658641,71205,13.418644968449037,69435,14.68605028386045,69545,15.261045576407499,25514,15.538853503184693
2022-05-22 00:00:00.0,72440,29.72931726907632,23094,28.95860452289023,21210,27.646196403872654,15935,27.533160621761702,71649,27.281841417368597,71205,12.718912071534998,69435,13.64855801104971,25514,13.76379262545056,69852,14.016613972463045,65765,14.145415041782732
